#ID,,Make,Model,Bodywork,Operator,Chassis ID,Reg Date,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model
476,J,,,,,,,,,,,,,,,
477,G,,,,,,,,,,,,,,,
478,D,,,,,,,,,,,,,,,
479,B,,,,,,,,,,,,,,,
480,X,,,,,,,,,,,,,,,
481,T,,,,,,,,,,,,,,,
482,R,,,,,,,,,,,,,,,
483,M,,,,,,,,,,,,,,,
484,K,,,,,,,,,,,,,,,
485,H,,,,,,,,,,,,,,,
486,E,,,,,,,,,,,,,,,
487,C,,,,,,,,,,,,,,,
488,A,,,,,,,,,,,,,,,
489,Y,,,,,,,,,,,,,,,
490,S,,,,,,,,,,,,,,,
491,P,,,,,,,,,,,,,,,
492,L,,,,,,,,,,,,,,,
493,J,,,,,,,,,,,,,,,
494,G,,,,,,,,,,,,,,,
495,D,,,,,,,,,,,,,,,
496,B,,,,,,,,,,,,,,,
497,Z,,,,,,,,,,,,,,,
498,X,,,,,,,,,,,,,,,
499,T,,,,,,,,,,,,,,,
500,Y,,,,,,,,,,,,,,,
501,U,,,,,,,,,,,,,,,
502,S,,,,,,,,,,,,,,,
503,P,,,,,,,,,,,,,,,
504,L,,,,,,,,,,,,,,,
505,J,,,,,,,,,,,,,,,
506,G,,,,,,,,,,,,,,,
507,D,,,,,,,,,,,,,,,
508,B,,,,,,,,,,,,,,,
509,Z,,,,,,,,,,,,,,,
510,T,,,,,,,,,,,,,,,
511,R,,,,,,,,,,,,,,,
512,M,,,,,,,,,,,,,,,
513,K,,,,,,,,,,,,,,,
514,H,,,,,,,,,,,,,,,
515,E,,,,,,,,,,,,,,,
516,C,,,,,,,,,,,,,,,
517,A,,,,,,,,,,,,,,,
518,Y,,,,,,,,,,,,,,,
519,U,,,,,,,,,,,,,,,
520,P,,,,,,,,,,,,,,,
521,L,,,,,,,,,,,,,,,
522,J,,,,,,,,,,,,,,,
523,G,,,,,,,,,,,,,,,
524,D,,,,,,,,,,,,,,,
525,B,,,,,,,,,,,,,,,
526,Z,,,,,,,,,,,,,,,
527,X,,,,,,,,,,,,,,,
528,T,,,,,,,,,,,,,,,
529,R,,,,,,,,,,,,,,,
530,K,,,,,,,,,,,,,,,
531,H,,,,,,,,,,,,,,,
532,E,,,,,,,,,,,,,,,
533,C,,,,,,,,,,,,,,,
534,A,,,,,,,,,,,,,,,
535,Y,,,,,,,,,,,,,,,
536,U,,,,,,,,,,,,,,,
537,S,,,,,,,,,,,,,,,
538,P,,,,,,,,,,,,,,,
539,L,,,,,,,,,,,,,,,
540,G,,,,,,,,,,,,,,,
541,D,,,,,,,,,,,,,,,
542,B,,,,,,,,,,,,,,,
543,Z,,,,,,,,,,,,,,,
544,X,,,,,,,,,,,,,,,
545,T,,,,,,,,,,,,,,,
546,R,,,,,,,,,,,,,,,
547,M,,,,,,,,,,,,,,,
548,K,,,,,,,,,,,,,,,
549,H,,,,,,,,,,,,,,,
550,C,,,,,,,,,,,,,,,
551,A,,,,,,,,,,,,,,,
552,Y,,,,,,,,,,,,,,,
553,U,,,,,,,,,,,,,,,
554,S,,,,,,,,,,,,,,,
555,P,,,,,,,,,,,,,,,
556,L,,,,,,,,,,,,,,,
557,J,,,,,,,,,,,,,,,
558,G,,,,,,,,,,,,,,,
559,D,,,,,,,,,,,,,,,
560,Z,,,,,,,,,,,,,,,
561,X,,,,,,,,,,,,,,,
562,T,,,,,,,,,,,,,,,
563,R,,,,,,,,,,,,,,,
564,M,,,,,,,,,,,,,,,
565,K,,,,,,,,,,,,,,,
566,H,,,,,,,,,,,,,,,
567,E,,,,,,,,,,,,,,,
568,C,,,,,,,,,,,,,,,
569,A,,,,,,,,,,,,,,,
570,U,,,,,,,,,,,,,,,
571,S,,,,,,,,,,,,,,,
572,P,,,,,,,,,,,,,,,
573,L,,,,,,,,,,,,,,,
574,J,,,,,,,,,,,,,,,
575,G,,,,,,,,,,,,,,,
576,D,,,,,,,,,,,,,,,
577,B,,,,,,,,,,,,,,,
