#ID,,Make,Model,Bodywork,Operator,Chassis ID,Reg Date,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model
9001,P,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,26Aug2010,,BRBP,8,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9002,L,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,26Aug2010,,SLBP,79,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9003,J,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,26Aug2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9004,G,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,26Aug2010,,SLBP,174,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9005,D,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,26Aug2010,,BRBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9006,B,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,26Aug2010,,AMDEP,58,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9007,Z,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,26Aug2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9008,X,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,26Aug2010,,BRBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9009,T,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,26Aug2010,,SLBP,179,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9010,M,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,SLBP,30,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9011,K,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,SLBP,78,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9012,H,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,SLBP,243,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9013,E,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,AMDEP,143,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9014,C,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9015,A,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,SLBP,179,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9016,Y,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,SLBP,502,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9017,U,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,BRBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9018,S,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,SLBP,30,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9019,P,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9020,J,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,SLBP,30,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9021,G,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,28Sep2010,,SLBP,78,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9022,D,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,19Oct2010,,SLBP,98,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9023,B,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,19Oct2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9024,Z,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,19Oct2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9025,X,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,19Oct2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9026,T,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,19Oct2010,,BRBP,8,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9027,R,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,19Oct2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9028,M,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,19Oct2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9029,K,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,19Oct2010,,BRBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9030,E,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,19Oct2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9031,C,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,19Oct2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9032,A,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,BRBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9033,Y,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9034,U,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,BRBP,88,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9035,S,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9036,P,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,BRBP,157,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9037,L,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,BRBP,88,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9038,J,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9039,G,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,179,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9040,B,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,98,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9041,Z,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9042,X,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,174,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9043,T,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9044,R,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,174,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9045,M,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9046,K,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9047,H,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9048,E,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,97,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9049,C,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9050,Y,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,193,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9051,U,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9052,S,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9053,P,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,17Nov2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9054,L,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,BRBP,8,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9055,J,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,BRBP,157,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9056,G,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,78,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9057,D,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9058,B,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,174,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9059,Z,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9060,T,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9061,R,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,252,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9062,M,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,78,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9063,K,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9064,H,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,30,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9065,E,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9066,C,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9067,A,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9068,Y,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,243,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9069,U,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,255,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9070,P,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9071,L,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,BRBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9072,J,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9073,G,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,193,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9074,D,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,182,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9075,B,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,182,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9076,Z,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,154,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9077,X,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,157,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9078,T,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,193,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9079,R,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9080,K,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9081,H,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,97,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9082,E,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9083,C,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,BRBP,8,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9084,A,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9085,Y,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,BRBP,88,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9086,U,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9087,S,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,182,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9088,P,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,179,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9089,L,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9090,G,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,21Dec2010,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9091,D,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,AMDEP,13,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9092,B,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9093,Z,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,BRBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9094,X,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,179,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9095,T,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9096,R,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,BRBP,157,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9097,M,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,AMDEP,133,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9098,K,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,98,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9099,H,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9100,L,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9101,J,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9102,G,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,98,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9103,D,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,97,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9104,B,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,98,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9105,Z,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9106,X,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,197,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9107,T,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9108,R,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,AMDEP,186,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9109,M,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,193,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9110,H,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,11Jan2011,,SLBP,98,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9111,E,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9112,C,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,502,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9113,A,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,193,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9114,Y,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,246,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9115,U,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,98,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9116,S,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,30,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9117,P,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9118,L,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,98,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9119,J,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,79,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9120,D,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,BRBP,31,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9121,B,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9122,Z,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,193,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9123,X,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9124,T,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,BRBP,31,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9125,R,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,98,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9126,M,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9127,K,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,193,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9128,H,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9129,E,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9130,A,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,25Jan2011,,SLBP,143,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9131,Y,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9132,U,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,SLBP,154,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9133,S,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,BRBP,88,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9134,P,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,BRBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9135,L,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,BRBP,28,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9136,J,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9137,G,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9138,D,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9139,B,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,SLBP,97,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9140,X,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9141,T,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9142,R,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,BRBP,8,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9143,M,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,08Feb2011,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9144,K,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9145,H,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,BRBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9146,E,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,BRBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9147,C,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,BRBP,90/139A,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9148,A,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,AMDEP,13,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9149,Y,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,SLBP,257,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9150,S,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9151,P,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,BRBP,157,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9152,L,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,SLBP,98,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9153,J,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,AMDEP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9154,G,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,BRBP,143,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9155,D,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
9156,B,Leyland,Olympian,Walter Alexander Royale,SBS Transit,,22Feb2011,,SLBP,SP,3X,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso
