#ID,,Make,Model,Bodywork,Operator,Chassis ID,Reg Date,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model
1703,A,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1704,Y,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1705,U,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1706,S,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1707,P,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1708,L,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,Volvo B10M Mark III front bumper,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Carrier Sütrak AC 350
1709,J,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1710,D,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1711,B,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1712,Z,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Carrier Sütrak AC 350
1713,X,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1714,T,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Sütrak AC 35
1715,R,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1716,M,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1717,K,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1718,H,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1719,E,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1720,A,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1721,Y,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1722,U,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1723,S,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1724,P,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1725,L,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1726,J,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1727,G,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1728,D,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1729,B,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1730,X,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1731,T,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1732,R,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1733,M,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,Modified front grille,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1734,K,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1735,H,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1736,E,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1737,C,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1738,A,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1739,Y,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1740,S,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Carrier Sütrak AC 350
1741,P,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1742,L,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1743,J,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1744,G,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1745,D,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1746,B,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1747,Z,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1748,X,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1749,T,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1750,M,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1751,K,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1752,H,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1753,E,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1754,C,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1755,A,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1756,Y,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,CoolAir
1757,U,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1758,S,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1759,P,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1760,J,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1761,G,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1762,D,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,Volvo B10M Mark III front bumper,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Carrier Sütrak AC 350
1763,B,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1764,Z,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1765,X,,,,,,,,,,,,,,,
1766,T,,,,,,,,,,,,,,,
1767,R,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1768,M,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1769,K,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1770,E,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1771,C,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1772,A,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1773,Y,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1774,U,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1775,S,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Denso
1776,P,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1777,L,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1778,J,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1779,G,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1780,B,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1781,Z,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1782,X,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1783,T,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1784,R,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1785,M,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1786,K,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1787,H,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1788,E,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1789,C,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1790,Y,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1791,U,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1792,S,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Carrier Sütrak AC 350
1793,P,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1794,L,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1795,J,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1796,G,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1797,D,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1798,B,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1799,Z,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1800,C,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1801,A,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1802,Y,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1803,U,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1804,S,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1805,P,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1806,L,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1807,J,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1808,G,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1809,D,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1810,Z,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1811,X,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1812,T,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1813,R,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1814,M,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1815,K,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1816,H,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1817,E,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1818,C,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1819,A,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1820,U,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1821,S,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,Volvo B10M Mark III front grille,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1822,P,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1823,L,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1824,J,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1825,G,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1826,D,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1827,B,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1828,Z,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1829,X,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1830,R,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1831,M,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1832,K,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1833,H,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1834,E,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1835,C,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1836,A,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1837,Y,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1838,U,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1839,S,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1840,L,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1841,J,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1842,G,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1843,D,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1844,B,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1845,Z,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1846,X,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,Volvo B10M Mark III front bumper,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1847,T,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1848,R,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1849,M,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1850,H,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1851,E,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1852,C,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1853,A,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1854,Y,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1855,U,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1856,S,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1857,P,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1858,L,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1859,J,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1860,D,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1861,B,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1862,Z,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1863,X,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1864,T,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1865,R,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1866,M,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1867,K,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1868,H,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1869,E,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1870,A,Volvo,B10M MK II,Duple Metsec,SBS Transit,,,,,,CAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,Webasto
1871,Y,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1872,U,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1873,S,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1874,P,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1875,L,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1876,J,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1877,G,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1878,D,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
1879,B,Volvo,B10M MK II,Walter Alexander PS,SBS Transit,,,,,,NAC,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Overton,NAC
